,Location,Name,Phone 1,Address 1,City,State,ZIP Code,Software,Zone,OS Version
750,PPA011,Cook Street,718-384-0901,21 cook street,Brooklyn,New York,11206,Plus,Brooklyn,
751,PPA016,Avalon Morningside Park Garage,212-864-2471,1 morningside drive,New York,New York,10025,Ultra,Uptown Manhattan,
752,PPA018,Pro Park America - Kent Ave,,184 kent avenue,Brooklyn,New York,11249,Ultra,Brooklyn,
753,PPA020,Courtyard Hotel,203-564-5016,275 summer street,Stamford,Connecticut,06901,Ultra,Connecticut,
754,PPA021,Propark America - 1500 Harbor Blvd,,1500 harbor boulevard,Weehawken,New Jersey,07086,Ultra,New Jersey,
755,PPI001,Public Parking 50 North 5th Street Inc.,,50 north 5th street,Brooklyn,New York,11101,Plus,Brooklyn,
756,PPS001,Caton Parking LLC,,29 caton place,Brooklyn,New York,11218,Ultra,Brooklyn,
757,PRI001,Prime Parking,212-439-1770,150 east 69th street,New York,New York,10021,Ultra,East of Central Park,
758,PRK009,Park Right,718-797-1967,235 gold street,Brooklyn,New York,11201,Ultra,Brooklyn,
759,PRK029,39 E 29th St,212-679-2627,39 east 29th street,New York,New York,10036,Plus,Midtown West,
760,PRK043,Park Right Corp.,212-695-1241,635 west 42nd street,New York,New York,10036,Ultra,Midtown West,
761,PRK077,Prior Corp.,212-717-1602,300 east 77th street,New York,New York,10075,Ultra,East of Central Park,
762,PRK095,Strella LLC,212-531-1900,721 amsterdam avenue,New York,New York,10025,Ultra,West of Central Park,
763,PRK100,90 John St,718-293-5983,1185 river avenue,Bronx,New York,10452,Ultra,Bronx,
764,PRK415,Park Right 415 Greenwich,212-226-2798,415 greenwich street,New York,New York,10013,Ultra,Lower Manhattan,
765,PRK500,West Village Garage - Park Right,212-645-1020,125-127 perry street,New York,New York,10014,Ultra,Lower Manhattan,
766,PRK501,169 Ludlow Parking LLC,,169 ludlow street,New York,New York,10002,Ultra,Lower Manhattan,
767,PVP001,PV Parking Corp,718-609-1200,34-11 steinway street,Long Island City,New York,11101,Ultra,Queens,
768,PVP004,PV Parking IV,212-987-7275,554 west 174th street,New York,New York,10033,Ultra,Uptown Manhattan,
769,QUK250,QP Monte,718-931-1735,1601 seddon street,Bronx,New York,10461,Plus,Bronx,
770,QUK251,QP Hosp LLC,718-794-1230,1180 morris park avenue,Bronx,New York,10461,Ultra,Bronx,
771,QUK252,QP Hosp LLC,718-405-8338,1527 blondell avenue,Bronx,New York,10461,Plus,Bronx,
772,RDN001,STATE PEARL GARAGE,212-248-5752,1 battery plaza,New York,New York,10004,Ultra,Lower Manhattan,
773,RDN002,52 & BROADWAY GARAGE,212-245-2125,1675 broadway,New York,New York,10019,Ultra,Midtown West,
774,RDN012,TGL Garage LLC,,140 west 12th street,New York,New York,10011,Ultra,Lower Manhattan,
775,RDN021,PINEWATER GARAGE,212-425-6136,80 pine street,New York,New York,10005,Ultra,Lower Manhattan,
776,RDN052,PARK'N'LEX GARAGE,212-421-0630,345 park avenue,New York,New York,10154,Ultra,Midtown East,
777,RDN055,136 East 55th Street Garage LLC,212-751-3379,136 east 55th street,New York,New York,10022,Ultra,Midtown East,
778,RDN067,67TH ST GARAGE,212-861-3603,254 east 68th street,New York,New York,10021,Ultra,East of Central Park,
779,RDN069,69TH ST GARAGE,212-772-9507,215 east 68th street,New York,New York,10021,Ultra,East of Central Park,
780,RDN071,71ST GARDEN GARAGE,212-744-3630,211 east 70th street,New York,New York,10021,Ultra,East of Central Park,
781,RDN280,4 East 76th St,212-988-3628,945 5th avenue,New York,New York,10021,Ultra,East of Central Park,
782,RGC015,Schwab House Garage,212-724-5345,11 riverside drive,New York,New York,10023,Ultra,West of Central Park,
783,RPD012,125 East 125th Street Corp.,212-996-3566,55 west 125th street,New York,New York,10027,Plus,Uptown Manhattan,
784,RPD070,Rapid Riverside Corp.,212-873-1277,70 riverside drive,New York,New York,10024,Ultra,West of Central Park,
785,RPD075,RAPID 75 Corp,212-650-0546,35 east 75th street,New York,New York,10021,Ultra,East of Central Park,
786,RPD076,Rapid E 77th Street Corp.,212-650-0732,150 east 77th street,New York,New York,10075,Ultra,East of Central Park,
787,RPD100,9-11 West 100th St,212-531-4828,9-11 west 100th street,New York,New York,10025,Ultra,West of Central Park,
788,RPD480,Clermont Parking Corp,212-870-6736,480 riverside drive,New York,New York,10027,Ultra,Uptown Manhattan,
789,SAN001,SANFORD AVENUE GARAGE,718-359-8058,133-47 sanford avenue,Flushing,New York,11355,B&W,Queens,
790,SBU001,Stony Brook University,888-741-3799,101 nicolls road,Stony Brook,New York,11794,Ultra,Suffolk (Long Island),
791,SEV001,167 East 77th St Parking Services LLC.,646-838-6164,176 east 77th street,New York,New York,10075,Ultra,East of Central Park,
792,SEV002,301-63 Garage,212-355-1654,301 east 63rd street,New York,New York,10065,Ultra,East of Central Park,
793,SEV003,Lenox Parking Garage LLC,212-987-0429,380 lenox avenue,New York,New York,10027,Ultra,Uptown Manhattan,
794,SEV004,York Parking LLC,212-249-2940,1420 york avenue,New York,New York,10021,Ultra,East of Central Park,
795,SEV005,Battery 17 Parking LLC,,17 battery place,New York,New York,10004,Ultra,Lower Manhattan,
796,SEV006,Parking 56 LLC,212-262-4036,33 west 56th street,New York,New York,10019,Ultra,Midtown West,
797,SGC001,Sheridan Garage Corp,718-378-7688,1040 freeman st,Bronx,New York,10459,Ultra,Bronx,
798,SHH001,Sheraton Laguardia,718-460-6666,135-20 39th street,Flushing,New York,11354,Ultra,Queens,
799,SMC060,403 East 60th Street Parking LLC,212-308-3251,403 east 60th street,New York,New York,10022,Ultra,East of Central Park,
800,SPC006,Penn Station,973-648-0658,10 alling street,Newark,New Jersey,07102,Plus,New Jersey,
801,SPG001,Star Parking Garage,718-991-8100,840 westchester avenue,Bronx,New York,10459,Plus,Bronx,
803,SQP059,Square Parking,212-223-9288,206 east 59th street,New York,New York,10022,Ultra,Midtown East,
804,SYL001,Sylvan Pinnacle Garage Corp.,718-520-1403,112-01 queens blvd,Forest Hills,New York,11375,Ultra,Queens,
805,SYL009,Sylvan Windsor Garage LLC,,107-24 71st rd,Forest Hills,New York,11375,Ultra,Queens,
806,SYL010,Sylvan Midway Garage LLC,,108-18 queens blvd,Forest Hills,New York,11375,Ultra,Queens,
807,SYL011,Sylvan Forester Garage L.L.C.,718-520-9085,111-09 queens blvd,Forest Hills,New York,11375,Ultra,Queens,
808,SYL012,Sylvan Jefferson,201-420-1131,800 jefferson street,Hoboken,New Jersey,07030,Plus,New Jersey,
809,SYL013,Sylvan Gerard Garage,718-793-6773,70-25 yellowstone boulevard,Forest Hills,New York,11375,Ultra,Queens,
810,SYL014,Sylvan Kew Garage,718-261-4880,80-02 kew garden road,Kew Gardens,New York,11415,Ultra,Queens,
811,SYL015,Sylvan Kissena Garage,718-463-2070,43-70 kissena blvd.,Flushing,New York,11355,Ultra,Queens,
812,SYL031,Sylvan Astoria Garage LLC,718-204-5005,23-25 31st street,Astoria,New York,11105,Ultra,Queens,
813,TIS001,1775 Penn Avenue,202-659-4975,"1775 pennsylvania avenue, nw",Washington,DC,20006,Ultra,Washington DC and Vicinity,
814,TIS004,1919 Penn Ave,202-955-3190,"1919 pennsylvania avenue, nw",Washington,DC,20006,Ultra,Washington DC and Vicinity,
815,TIS005,1717 Penn Ave,202-973-9315,"1717 pennsylvania avenue, nw",Washington,DC,20006,Ultra,Washington DC and Vicinity,
816,TIS006,1730 Penn Ave,202-785-2529,"1730 pennsylvania avenue, nw",Washington,DC,20006,Ultra,Washington DC and Vicinity,
817,TIS007,1747 Penn Ave,202-785-3133,"1747 pennsylvania avenue, nw",Washington,DC,20006,Ultra,Washington DC and Vicinity,
818,TIS008,Presidential Plaza,202-785-5081,900 19th street,Washington,DC,20006,Ultra,Washington DC and Vicinity,
819,TIS009,MarcParc,202-347-5590,"1201 f street, nw",Washington,DC,20004,Ultra,Washington DC and Vicinity,
820,TIS010,Commonwealth Towers,703-527-0393,1300 wilson boulevard,Arlington,Virginia,22209,Ultra,Washington DC and Vicinity,
821,TIS011,Park Place,703-527-2107,1655 north fort myer drive,Arlington,Virginia,22209,Ultra,Washington DC and Vicinity,
822,TIS013,1099 New York Ave,202-638-0741,"1099 new york avenue, nw",Washington,DC,20006,Ultra,Washington DC and Vicinity,
823,TIS015,One Parking Inc.,,6550 rock spring dr.,Bethesda,Maryland,20817,Ultra,Washington DC and Vicinity,
824,UWP001,Upper West Parking Inc,212-222-8333,303 west 96th street,New York,New York,10025,Ultra,West of Central Park,
825,VCP001,9th Ave Parking,,359 9th avenue,New York,New York,10001,Ultra,Midtown West,
826,VFC001,VFC Industries,212-926-0270,161 west 132nd street,New York,New York,10027,Ultra,Uptown Manhattan,
827,VGC002,Executive Parking,646-796-9466,4501 broadway,New York,New York,10040,B&W,Uptown Manhattan,
828,VGC003,Indoor Parking,212-567-1227,164 dyckman street,New York,New York,10040,B&W,Uptown Manhattan,
829,VGC057,157-57th Inc,212-223-2838,153 east 57th street,New York,New York,10022,Ultra,Midtown East,
830,VPN001,17 Beacon St,617-451-1393,17 beacon street,Boston,Massachusetts,02210,Ultra,Boston and Vicinity,
831,VPN002,North End Lot,617-451-1393,181-183 north washington street,Boston,Massachusetts,02113,Ultra,Boston and Vicinity,
832,VPN003,West Street,617-451-1393,17-23 west street,Boston,Massachusetts,02111,Ultra,Boston and Vicinity,
833,VPN004,Broad Street,617-451-1393,47-49 broad street,Boston,Massachusetts,02109,Ultra,Boston and Vicinity,
834,VPN005,Restoration Hardware,617-451-1393,234 berkeley street,Boston,Massachusetts,02116,Ultra,Boston and Vicinity,
835,VPN006,Millennium,617-451-1393,580 washington street,Boston,Massachusetts,02111,Ultra,Boston and Vicinity,
836,VPN008,VPNE,,99 summer street,Boston,Massachusetts,02110,Ultra,Boston and Vicinity,
837,VPN009,101 Arch Street Garage,,101 arch street,Boston,Massachusetts,02110,Ultra,Boston and Vicinity,
838,WAL900,Parkchester-Tremont Parking Corp.,718-792-0844,2155 east tremont ave.,Bronx,New York,10462,Ticketech Mobile,Bronx,
839,WIN001,615 Garage Corp.,212-838-8869,800 5th avenue,New York,New York,10021,Plus,East of Central Park,
840,WOC001,WOC Cielo Garage Company LLC,212-744-2312,450 east 83rd street,New York,New York,10028,Ultra,East of Central Park,
841,WOC002,WOC 80 DeKalb Garage LLC,718-989-2958,80 dekalb avenue,Brooklyn,New York,11201,Ultra,Brooklyn,
