DCA License Number	License Type	License Expiration Date	Business Name	Business Name 2	Address Building	Address Street Name	Secondary Address Street Name	Address City	Address State	Address ZIP	Contact Phone Number	Address Borough	Borough Code
1254341-DCA	Business	3/31/21	WESTSIDE 42 PARKING LLC		350	W 42ND ST		NEW YORK	NY	10036	212-686-9800	Manhattan	1
1334095-DCA	Business	3/31/17	QUIK PARK WEST 22ND ST. MANAGEMENT LLC		133	W 22ND ST		NEW YORK	NY	10011	2128322066	Manhattan	1
1303884-DCA	Business	3/31/21	D'ALMONTE ENTERPRISES PARKING GARAGE INC.		2080	JEROME AVE		BRONX	NY	10453	3478620100	Bronx	2
1364181-DCA	Business	3/31/13	CORINTHIAN PARKING MANAGEMENT LLC		330	E 38TH ST		NEW YORK	NY	10016	2127957275	Manhattan	1
1199914-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	870	8TH AVE		NEW YORK	NY	10019	2125025490	Manhattan	1
0428016-DCA	Business	3/31/17	MERCER PARKING GARAGE CORP.		165	MERCER ST		NEW YORK	NY	10012	2122265578	Manhattan	1
1192969-DCA	Business	3/31/17	QUIK PARK 61ST STREET LLC		510	E 62ND ST		NEW YORK	NY	10065	212-832-2066	Manhattan	1
1192888-DCA	Business	3/31/17	QUIK PARK 61ST STREET LLC		425	E 61ST ST		NEW YORK	NY	10065	212-832-2066	Manhattan	1
1192997-DCA	Business	3/31/15	QUIK PARK REGENT LLC	QUIK PARK INC.	38	BOWERY		NEW YORK	NY	10013	2128322066	Manhattan	1
2004862-DCA	Business	3/31/19	157-57TH  INC		157	E 57TH ST		NEW YORK	NY	10022	9178435910	Manhattan	1
1251237-DCA	Business	3/6/19	"125 VERTICAL PARKING GROUP, LLC"		123	BAXTER ST		NEW YORK	NY	10013	2129562280	Manhattan	1
0368909-DCA	Business	3/31/15	CLASSIC PARKING LLC		866	UNITED NATIONS PLZ		NEW YORK	NY	10017	2126869800	Manhattan	1
1379205-DCA	Business	3/31/15	"EASTGATE PARKING LEASEHOLD, LLC"		224	E 39TH ST		NEW YORK	NY	10016	2127957275	Manhattan	1
1214619-DCA	Business	9/21/17	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		350	JAY ST		BROOKLYN	NY	11201	7182221032	Brooklyn	3
2082904-DCA	Business	3/31/21	ADD PARK INC		3000	PARK AVE		BRONX	NY	10451	9174705093	Bronx	2
1039455-DCA	Business	3/31/17	475 PARKING LLC		475	PARK AVE S		NEW YORK	NY	10016	2126869800	Manhattan	1
1191249-DCA	Business	3/31/11	MR PARKING CORP		1872	E TREMONT AVE		BRONX	NY	10460	9172730268	Bronx	2
2031033-DCA	Business	3/31/17	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	33	W 56TH ST		NEW YORK	NY	10019	212-934-8660	Manhattan	1
1241268-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		1000	5TH AVE		NEW YORK	NY	10028	2125025490	Manhattan	1
2068483-DCA	Business	3/31/21	QUEENS LIC PARKING LLC		3002	39TH AVE		LONG ISLAND CITY	NY	11101	212-686-9800	Queens	4
1202774-DCA	Business	3/31/13	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		7	HANOVER SQ		NEW YORK	NY	10004	2125025490	Manhattan	1
0901088-DCA	Business	3/31/21	LTG PARKING CORP.		150	W END AVE		NEW YORK	NY	10023	212-686-9800	Manhattan	1
0368337-DCA	Business	3/31/21	165 WEST 66TH STREET PARKING LLC		165	W 66TH ST		NEW YORK	NY	10023	212-686-9800	Manhattan	1
0766695-DCA	Business	3/31/21	CLICK PARKING CORP.		225	CENTRAL PARK W		NEW YORK	NY	10024	212-308-5959	Manhattan	1
1387887-DCA	Business	3/31/13	"IMPERIAL PARKING (U.S.), LLC"		31	NAGLE AVE		NEW YORK	NY	10040	2129378660	Manhattan	1
1262707-DCA	Business	3/31/21	QUIK PARK BLOOM LLC		169	E 60TH ST		NEW YORK	NY	10022	212-686-9800	Manhattan	1
1088121-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		553	AVENUE OF THE AMERICAS		NEW YORK	NY	10011	2126048538	Manhattan	1
1127867-DCA	Business	3/31/21	1330 SIXTH PARKING LLC		57	W 53RD ST		NEW YORK	NY	10019	2126869800	Manhattan	1
0782517-DCA	Business	3/31/21	EXCELLENT PARKING LLC		153	E 29TH ST		NEW YORK	NY	10016	2126869800	Manhattan	1
2001376-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK, INC"		135	W 50TH ST		NEW YORK	NY	10019	2125025490	Manhattan	1
1021031-DCA	Business	3/31/15	136 W. 40TH PARKING LLC		1411	BROADWAY		NEW YORK	NY	10018	2126869800	Manhattan	1
1193760-DCA	Business	10/29/14	QUIK PARK HUDSON LLC	QUIK PARK INC.	160	RIVERSIDE BLVD		NEW YORK	NY	10069	2128322066	Manhattan	1
1250775-DCA	Business	3/31/21	JENUWEN CAR PARK INC.		590	FLATBUSH AVE		BROOKLYN	NY	11225	2122216111	Brooklyn	3
1251120-DCA	Business	3/31/15	"CONEY CAR PARK, LLC"		346	CONEY ISLAND AVE		BROOKLYN	NY	11218	2122216111	Brooklyn	3
1341282-DCA	Business	3/31/21	2010 PARKING INC.		2010	WESTCHESTER AVE		BRONX	NY	10462	7188929379	Bronx	2
2035583-DCA	Business	3/31/17	PARK RIGHT CORPORATION		125	PERRY ST		NEW YORK	NY	10014	2122624771	Manhattan	1
0368199-DCA	Business	3/31/21	"MUTUAL PARKING, INC."		61	E END AVE		NEW YORK	NY	10028	2128887400	Manhattan	1
1371314-DCA	Business	3/31/13	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	9230	165TH ST		JAMAICA	NY	11433	2129378660	Queens	4
2078633-DCA	Business	3/31/19	NEPTUNE PARKING LLC		626	SHEEPSHEAD BAY RD		BROOKLYN	NY	11224	2126869800	Brooklyn	3
1298768-DCA	Business	3/31/21	LEXINGTON 58 PARKING LLC		150	E 58TH ST		NEW YORK	NY	10155	2126869800	Manhattan	1
1283245-DCA	Business	3/31/11	MALLI PARKING INC.		600	E 156TH ST		BRONX	NY	10455	7189935575	Bronx	2
1204173-DCA	Business	3/31/21	TUNNEL 34 PARKING LLC		222	E 34TH ST		NEW YORK	NY	10016	2126869800	Manhattan	1
2068161-DCA	Business	3/31/21	"SPECIALTY PARKING, LLC"		13530	140TH ST		JAMAICA	NY	11436	321-228-6908	Queens	4
2070361-DCA	Business	3/31/21	KAPPA PARKING INC		144	E 17TH ST		NEW YORK	NY	10003	6468385122	Manhattan	1
1189587-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		375	PARK AVE		NEW YORK	NY	10152	2125025490	Manhattan	1
1415219-DCA	Business	3/31/19	WELCOME PARKING LIMITED LIABILITY COMPANY		511	W 18TH ST		NEW YORK	NY	10011	2016807129	Manhattan	1
0429522-DCA	Business	3/31/17	B. E. W. PARKING CORP.	RAPID PARK IND	254	W 79TH ST		NEW YORK	NY	10024	2128661000	Manhattan	1
0429658-DCA	Business	3/31/21	REGAL PARKING LLC		250	MADISON AVE		NEW YORK	NY	10016	2126869800	Manhattan	1
1076044-DCA	Business	3/31/21	"WATERVIEW PARKING, INC."		180	E END AVE		NEW YORK	NY	10128	2126509320	Manhattan	1
0469220-DCA	Business	3/31/13	INSTANT PARKING LLC		434	E 80TH ST		NEW YORK	NY	10075	2126869800	Manhattan	1
1305615-DCA	Business	3/31/15	QUIK PARK 1633 GARAGE LLC	QUIK PARK INC.	1633	BROADWAY		NEW YORK	NY	10019	2128322066	Manhattan	1
1262560-DCA	Business	3/31/15	HAPPY MEN PARKING INC.		1556	JEROME AVE		BRONX	NY	10452	7185796823	Bronx	2
1339252-DCA	Business	3/31/21	MANHATTAN PARKING WEST 45 STREET CORP		120	W 45TH ST		NEW YORK	NY	10036	212-490-3460	Manhattan	1
2056050-DCA	Business	3/31/21	F & A PARKING CORP	24 HOURS PARKING GARAGE	333	GREENE AVE		BROOKLYN	NY	11238	718-399-2640	Brooklyn	3
1180320-DCA	Business	3/31/21	ALERT PARKING LLC		30	E 85TH ST		NEW YORK	NY	10028	2122495290	Manhattan	1
2018539-DCA	Business	3/31/21	PEAK TIME PARKING INC.		4469	BROADWAY		NEW YORK	NY	10040	9174705093	Manhattan	1
2030917-DCA	Business	3/31/21	UPTOWN PARKING CORP.		6	W 137TH ST		NEW YORK	NY	10037	2124903460	Manhattan	1
1460642-DCA	Business	3/31/21	ENTERPRISE 37 EAST PARKING LLC		415	E 37TH ST		NEW YORK	NY	10016	212-679-8414	Manhattan	1
2044760-DCA	Business	1/3/17	BELUGA PARKING CORP		1820	E TREMONT AVE		BRONX	NY	10460	2125416050	Bronx	2
1461226-DCA	Business	3/31/21	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	187	PACIFIC STREET		BROOKLYN	NY	11201	212-934-8660		
2045155-DCA	Business	3/31/21	170 PARK ROW PARKING CORP		170	PARK ROW		NEW YORK	NY	10038	2127367171	Manhattan	1
2086374-DCA	Business	3/31/21	SEWARD PARK GARAGE LLC		240	E BROADWAY		NEW YORK	NY	10002	6465840409	Manhattan	1
1295487-DCA	Business	3/31/19	R A D VALET PARKING INC		5423	8TH AVE		BROOKLYN	NY	11220	6462518052	Brooklyn	3
1175125-DCA	Business	3/31/15	STANDARD PARKING CORPORATION		250	VESEY ST		NEW YORK	NY	10282	2127864245	Manhattan	1
1416085-DCA	Business	3/31/15	BRYK CORP.		6536	99TH ST		REGO PARK	NY	11374	7184596110	Queens	4
1222882-DCA	Business	3/31/21	"50 EAST 79TH STREET CAR PARK, LLC"	GGMC	50	E 79TH ST		NEW YORK	NY	10075	2128790670	Manhattan	1
2011687-DCA	Business	3/31/21	KCF PARKING CORP.		2481	CROTONA AVE		BRONX	NY	10458	718-933-3200	Bronx	2
1230416-DCA	Business	3/31/21	MP 97 LLC		217	E 96TH ST		NEW YORK	NY	10128	212-490-3460	Manhattan	1
0469552-DCA	Business	3/31/21	CONSOLIDATED PARKING LLC		146	3RD AVE		NEW YORK	NY	10003	2126869800	Manhattan	1
1105005-DCA	Business	2/19/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		10	COLUMBUS CIR		NEW YORK	NY	10019	2126296602	Manhattan	1
0731368-DCA	Business	3/31/17	JO-DASH PARKING CORP.		488	3RD AVE		NEW YORK	NY	10016	2126869800	Manhattan	1
2078116-DCA	Business	3/31/21	HOYT & SCHERMERHORN PARKING LLC.		45	HOYT ST		BROOKLYN	NY	11201	2126869800	Brooklyn	3
1250226-DCA	Business	3/31/21	HEIGHTS 183 PARKING LLC		2479	AMSTERDAM AVE		NEW YORK	NY	10033	2126869800	Manhattan	1
2067837-DCA	Business	5/17/18	"IMPERIAL PARKING (U.S.), LLC"		9525	QUEENS BLVD		REGO PARK	NY	11374	212-937-8660	Queens	4
1113131-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		441	9TH AVE		NEW YORK	NY	10001	2126296602	Manhattan	1
1142024-DCA	Business	12/4/12	NINTH AVENUE PARKING LLC		404	W 37TH ST		NEW YORK	NY	10018	2125643199	Manhattan	1
1316391-DCA	Business	3/31/11	"DMP PARKING GARAGE, INC."		1231	WEBSTER AVE		BRONX	NY	10456	9176455203	Bronx	2
1273538-DCA	Business	3/31/15	LUCKY CAR PARK LLC		380	MALCOLM X BLVD		NEW YORK	NY	10027	2122216111	Manhattan	1
1458721-DCA	Business	3/31/21	SCARLET 53 PARKING LLC		211	E 53RD ST		NEW YORK	NY	10022	2126869800	Manhattan	1
1234692-DCA	Business	3/31/15	"PRECISE PARK ASSOCIATES, LLC"		702	GRAND CONCOURSE		BRONX	NY	10451	2124903460	Bronx	2
0887551-DCA	Business	3/31/21	"J & B PARKING GARAGE, INC."		2123	AMSTERDAM AVE		NEW YORK	NY	10032	2125433328	Manhattan	1
1293271-DCA	Business	3/31/17	CREST CAR PARK LLC		306	2ND ST		BROOKLYN	NY	11215	718-499-1235	Brooklyn	3
0469813-DCA	Business	3/31/21	EAST 71ST STREET GARAGE CORP.	MUTUAL PARKING	135	E 71ST ST		NEW YORK	NY	10021	2128799451	Manhattan	1
1151780-DCA	Business	3/31/21	"BROOK PARKING GARAGE, INC."		420	E 167TH ST		BRONX	NY	10456	7185888328	Bronx	2
2081072-DCA	Business	3/31/21	880 FIFTH PARKING LLC		880	5TH AVE		NEW YORK	NY	10021		Manhattan	1
1029200-DCA	Business	3/31/17	EXPRESS PARK LLC		425	E 79TH ST		NEW YORK	NY	10075	2122216111	Manhattan	1
1215447-DCA	Business	3/31/21	MAY PARKING CORP.		330	E 70TH ST		NEW YORK	NY	10021	2127373279	Manhattan	1
1209498-DCA	Business	3/31/21	CHAMPION PARKING 36 LLC		30	PARK AVE		NEW YORK	NY	10016	2123085959	Manhattan	1
2031173-DCA	Business	3/31/21	ACE'S PARKING GARAGE INC.		950	WESTCHESTER AVE		BRONX	NY	10459	3472207660	Bronx	2
0469761-DCA	Business	3/31/21	INTEGRITY PARKING LLC		315	E 72ND ST		NEW YORK	NY	10021	2126869800	Manhattan	1
1202311-DCA	Business	3/31/13	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		200	E 65TH ST		NEW YORK	NY	10065	2125022490	Manhattan	1
2083580-DCA	Business	3/31/21	357 EAST 57TH STREET PARKING CORP		357	E 57TH ST		NEW YORK	NY	10022	212-736-7171	Manhattan	1
1157180-DCA	Business	3/31/21	"ALFRED CAR PARK, LLC"	GGMC	161	W 61ST ST		NEW YORK	NY	10023	2129966363	Manhattan	1
1206731-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	6575	SAUNDERS ST		REGO PARK	NY	11374	2125025490	Queens	4
1125593-DCA	Business	3/31/19	CHAMPION 126 LLC		162	E 126TH ST		NEW YORK	NY	10035	2123085959	Manhattan	1
2000579-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK, INC"		154-156	E 53RD ST		NEW YORK	NY	10022	2125025490	Manhattan	1
1376145-DCA	Business	3/31/11	BK PARKING GROUP INC		1414	CROMWELL AVE		BRONX	NY	10452	9173277488	Bronx	2
1099611-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		199	WATER ST		NEW YORK	NY	10038	2125025490	Manhattan	1
1204520-DCA	Business	3/31/21	MANHATTAN PARKING EAST 34TH STREET CORP.		333	E 34TH ST		NEW YORK	NY	10016	2126862508	Manhattan	1
1234399-DCA	Business	3/31/21	304060 PARKING LLC		40	E 9TH ST		NEW YORK	NY	10003	2126869800	Manhattan	1
1312579-DCA	Business	3/31/21	"PARK 139TH, LLC"		34	W 139TH ST		NEW YORK	NY	10037	2122340855	Manhattan	1
0469741-DCA	Business	3/31/21	CAPITAL PARKING LLC		166	E 63RD ST		NEW YORK	NY	10065	2126869800	Manhattan	1
2037953-DCA	Business	3/31/21	LM SUTPHIN PARKING LLC		8822	SUTPHIN BLVD		JAMAICA	NY	11435	2127143571	Queens	4
1204138-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	10736	QUEENS BLVD		FOREST HILLS	NY	11375	7125025490	Queens	4
1030813-DCA	Business	3/31/21	"PLAZA CAR PARK, LLC"		2	PLAZA ST		BROOKLYN	NY	11238	212-221-6111	Brooklyn	3
1330560-DCA	Business	3/31/17	QUIK PARK EAST 72 LLC		530	E 73RD ST		NEW YORK	NY	10021	2128322066	Manhattan	1
1463481-DCA	Business	3/31/15	"KINNEY PARKING SYSTEM, LLC"		301	E 66TH ST		NEW YORK	NY	10065	2125025490	Manhattan	1
2005674-DCA	Business	3/31/21	QP GRAND ARMY PLAZA LLC		1	EASTERN PKWY		BROOKLYN	NY	11238	2126869800	Brooklyn	3
1238787-DCA	Business	3/31/13	"IMPERIAL PARKING (U.S.), INC"		187	PACIFIC ST		BROOKLYN	NY	11201	2129378660	Brooklyn	3
2038904-DCA	Business	3/31/21	247 NORTH 7TH STREET PARKING CORP		249	N 7TH ST		BROOKLYN	NY	11211	2127367171	Brooklyn	3
1423615-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		20	E 161ST ST		BRONX	NY	10451	7185384611	Bronx	2
2045993-DCA	Business	3/31/21	MKN PARKING CORP		1355	CROMWELL AVE		BRONX	NY	10452	6466516335	Bronx	2
0904481-DCA	Business	3/31/15	RAMP PARKING CORP.		44	ELIZABETH ST		NEW YORK	NY	10013	2128661000	Manhattan	1
1432040-DCA	Business	3/31/21	1908 PARK AVENUE STORAGE LLC	1908 PARKING COMPANY	1908	PARK AVE		NEW YORK	NY	10035	212-427-4004	Manhattan	1
1177260-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		688	MAIN ST		NEW YORK	NY	10044	2125025490	Manhattan	1
1062085-DCA	Business	3/31/15	ARMORY PARKING INC.		171	CLERMONT AVE		BROOKLYN	NY	11205	7184729595	Brooklyn	3
0367503-DCA	Business	3/31/21	RAINBOW PARKING CORP.		300	E 71ST ST		NEW YORK	NY	10021	212-308-5959	Manhattan	1
1122123-DCA	Business	3/31/21	23RD STREET PARKING LLC		318	E 23RD ST		NEW YORK	NY	10010	2126869800	Manhattan	1
2032762-DCA	Business	11/21/18	"ABM PARKING SERVICES, INC"		450	E 29TH ST		NEW YORK	NY	10016	2122131282	Manhattan	1
1385662-DCA	Business	3/31/21	J & A PARKING INC		376	E 184TH ST		BRONX	NY	10458	7186180992	Bronx	2
2017701-DCA	Business	3/31/15	ARTHUR MANAGEMENT CORPORATION		4400	3RD AVE		BRONX	NY	10457	7189603867	Bronx	2
1209503-DCA	Business	3/31/21	CHAMPION PARKING 33 LLC		4	PARK AVE		NEW YORK	NY	10016	2123085959	Manhattan	1
1381305-DCA	Business	8/10/11	34 BERRY STREET LLC		34	BERRY ST		BROOKLYN	NY	11211	7183870344	Brooklyn	3
1308739-DCA	Business	2/11/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		103	WARREN ST		NEW YORK	NY	10007	2125025490	Manhattan	1
2031031-DCA	Business	3/31/17	IMPERIAL PARKING LLC	IMPARK	306	2ND ST		BROOKLYN	NY	11215	2129378660	Brooklyn	3
2007555-DCA	Business	3/31/15	QUEEN PARKING LLC		3907	PRINCE ST		FLUSHING	NY	11354	7188862422	Queens	4
2084837-DCA	Business	7/3/19	PARK NORTH 9 LLC		56	N 9TH ST		BROOKLYN	NY	11249	2123606300	Brooklyn	3
1234291-DCA	Business	3/31/21	304060 PARKING LLC		30	E 9TH ST		NEW YORK	NY	10003	2126869800	Manhattan	1
2033687-DCA	Business	3/31/17	207TH STREET PARKING LLC		408	W 207TH ST		NEW YORK	NY	10034	2126869800	Manhattan	1
1459306-DCA	Business	3/31/17	ZAFIRO PARKING INC.		1600	SEDGWICK AVE		BRONX	NY	10453	2127490125	Bronx	2
1006124-DCA	Business	3/31/21	"EDISON NY PARKING, LLC"		161	10TH AVE		NEW YORK	NY	10011	973-643-7700	Manhattan	1
0897040-DCA	Business	3/31/21	INDEPENDENT PARKING LLC		422	E 72ND ST		NEW YORK	NY	10021	2126869800	Manhattan	1
2047939-DCA	Business	3/31/21	"CLEAN AIR CAR SERVICE & PARKING BRANCH 3, LLC"		3720	PRINCE ST		FLUSHING	NY	11354		Queens	4
1140965-DCA	Business	3/31/21	"GARDEN GARAGE, LLC"		384	8TH AVE		NEW YORK	NY	10001	212-686-9800	Manhattan	1
1257232-DCA	Business	3/31/13	QUALITY CAR PARK LLC		85	ADAMS ST		BROOKLYN	NY	11201	2122216111	Brooklyn	3
2022020-DCA	Business	10/26/15	JRD PARKING CORP		1000	WESTCHESTER AVE		BRONX	NY	10459	7186187215	Bronx	2
1232458-DCA	Business	3/31/11	RIVER 73 PARKING LLC		524	E 73RD ST		NEW YORK	NY	10021	2126869800	Manhattan	1
2045317-DCA	Business	3/31/19	IRVING 18TH PARKING LLC		196	3RD AVE		NEW YORK	NY	10003	2126869800	Manhattan	1
1344442-DCA	Business	3/31/11	SOY PARKING LLC		524	E 73RD ST		NEW YORK	NY	10021	2124521324	Manhattan	1
1148653-DCA	Business	3/31/21	UPTOWN PARKING CORP.		1721-1735	AMSTERDAM AVE		NEW YORK	NY	0	2124903460		
1074682-DCA	Business	3/31/21	80TH ST. PARKING CORP.		525	E 80TH ST		NEW YORK	NY	10075	2124903460	Manhattan	1
1283472-DCA	Business	3/31/17	EASTSIDE 65 PARKING LLC		200	E 66TH ST		NEW YORK	NY	10065	212-686-9800	Manhattan	1
1101898-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		541	W 38TH ST		NEW YORK	NY	10018	2125024390	Manhattan	1
1211714-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		300	CADMAN PLZ W		BROOKLYN	NY	11201	7186240316	Brooklyn	3
2005451-DCA	Business	3/31/17	PARK MULBERRY CORP		62	MULBERRY ST		NEW YORK	NY	10013	6463558826	Manhattan	1
2031081-DCA	Business	3/31/19	A & Z BUSINESS CORP.		700	GRAND CONCOURSE		BRONX	NY	10451	9148743268	Bronx	2
1074675-DCA	Business	3/31/13	MINT PARKING CORPORATION		270	DYCKMAN ST		NEW YORK	NY	10034	2124903460	Manhattan	1
2054793-DCA	Business	3/31/21	SP PLUS CORPORATION		1292	PARK AVE		NEW YORK	NY	10029	2125025490	Manhattan	1
1202769-DCA	Business	3/31/13	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		200	RECTOR PL		NEW YORK	NY	10280	2125025490	Manhattan	1
0367606-DCA	Business	3/31/19	SUPPORT PARKING LLC		350	E 52ND ST		NEW YORK	NY	10022	2126869800	Manhattan	1
1171216-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		214	W 80TH ST		NEW YORK	NY	10024	2125025490	Manhattan	1
1361843-DCA	Business	3/31/19	CFS 2907 JFK LLC	AVISTAR AIRPORT PARKING	14916	131ST ST		JAMAICA	NY	11430	7183222221	Queens	4
1386019-DCA	Business	3/31/19	PARK RIGHT CORPORATION		277	GOLD ST		BROOKLYN	NY	11201	2122262798	Brooklyn	3
0369823-DCA	Business	3/31/21	PARKLEX GARAGE INC.		345	PARK AVE		NEW YORK	NY	10154	2124072516	Manhattan	1
1362325-DCA	Business	5/17/18	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		9525	QUEENS BLVD		REGO PARK	NY	11374	9179747625	Queens	4
1097397-DCA	Business	3/31/21	"STABLE CAR PARKING, INC."		614	W 153RD ST		NEW YORK	NY	10031	212-979-9815	Manhattan	1
1341239-DCA	Business	1/19/14	MYRTLE GARAGE CORP.		225	FLATBUSH AVENUE EXT		BROOKLYN	NY	11201	2127367171	Brooklyn	3
1094411-DCA	Business	10/23/14	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		312	W 34TH ST		NEW YORK	NY	10001	2125025490	Manhattan	1
1379209-DCA	Business	3/31/17	"150TH PARKING LEASEHOLD, LLC"		457	W 150TH ST		NEW YORK	NY	10031	212-795-7275	Manhattan	1
0980378-DCA	Business	3/31/21	CENTRAL GARAGE CORP.		860	5TH AVE		NEW YORK	NY	10065	2127367171	Manhattan	1
2001457-DCA	Business	3/31/21	CHAMPION PARKING MIDTOWN LLC		224	E 39TH ST		NEW YORK	NY	10016	2128673999	Manhattan	1
2015922-DCA	Business	3/31/15	DSev Enterprise LLC	EZ Parking	1843	CROTONA AVE		BRONX	NY	10457		Bronx	2
1192294-DCA	Business	3/31/13	RICANT PARKING LLC		443	E 49TH ST		NEW YORK	NY	10017	2126887666	Manhattan	1
1205113-DCA	Business	3/31/11	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	1133	AVENUE OF THE AMERICAS		NEW YORK	NY	10036	2125025490	Manhattan	1
1001512-DCA	Business	3/31/21	650 PARKING CORP.		650	PARK AVE		NEW YORK	NY	10065	2124722596	Manhattan	1
1375834-DCA	Business	3/31/17	NOBLE CAR PARK LLC		500	4TH AVE		BROOKLYN	NY	11215	2122216111	Brooklyn	3
0908285-DCA	Business	3/31/11	KIDS PARKING CORP.		105	DUANE ST		NEW YORK	NY	10007	2129644968	Manhattan	1
1412631-DCA	Business	3/31/13	ENTERPRISE YORK PARKING LLC		1175	YORK AVE		NEW YORK	NY	10065	2125643199	Manhattan	1
2079378-DCA	Business	3/31/21	LM MUSTANG PARKING LLC		510	E 80TH ST		NEW YORK	NY	10075		Manhattan	1
2033953-DCA	Business	3/31/21	IMPERIAL HOUSE PARKING MANAGEMENT COMPANY		155	E 68TH ST		NEW YORK	NY	10065	212-327-2626	Manhattan	1
1175121-DCA	Business	3/31/15	STANDARD PARKING CORPORATION		200	LIBERTY ST		NEW YORK	NY	10281	2127869564	Manhattan	1
1215560-DCA	Business	3/31/15	STANDARD PARKING CORPORATION		4818	5TH ST		LONG ISLND CITY	NY	11101	7187844966	Queens	4
1201419-DCA	Business	3/31/15	"ESP GROUP OF NEW YORK, INC."		324	CLARKSON AVE		BROOKLYN	NY	11226	7184697672	Brooklyn	3
2002269-DCA	Business	12/15/14	BEAVER STREET PARKING LLC		15	S WILLIAM ST		NEW YORK	NY	10004	2126869800	Manhattan	1
2016554-DCA	Business	3/31/17	JARABACOA PARKING 2 LLC		430	E 173RD ST		BRONX	NY	10457	347-539-1015	Bronx	2
2087136-DCA	Business	3/31/21	UPPER WEST PARKING INC		303	W 96TH ST		NEW YORK	NY	10025	3474487079	Manhattan	1
1300930-DCA	Business	3/31/15	ALLIANCE E. 69TH PARKING LLC		301	E 69TH ST		NEW YORK	NY	10021	2125810535	Manhattan	1
1273988-DCA	Business	3/31/13	STANDARD PARKING CORPORATION		60	E END AVE		NEW YORK	NY	10028	2129163480	Manhattan	1
2083909-DCA	Business	3/31/21	"RELIABLE PARKING, CORP."		585	E 169TH ST		BRONX	NY	10456	2124903460	Bronx	2
1422138-DCA	Business	3/31/15	764 4TH AVE ASSOCIATES LLC	BEST WESTERN PLUS PROSPECT PARK HOTEL	764	4TH AVE		BROOKLYN	NY	11232	7187683100	Brooklyn	3
0368219-DCA	Business	3/31/21	CIRCLE PARKING LLC		200	W 52ND ST		NEW YORK	NY	10019	2126869800	Manhattan	1
1246823-DCA	Business	3/31/21	310 LEX PARKING MGMT LLC		310	LEXINGTON AVE		NEW YORK	NY	10016	2126812044	Manhattan	1
1377167-DCA	Business	3/31/13	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	422	E 79TH ST		NEW YORK	NY	10075	2129378660	Manhattan	1
1462009-DCA	Business	3/31/21	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	750	AVENUE OF THE AMERICAS		NEW YORK	NY	10010	2129378660	Manhattan	1
0945780-DCA	Business	3/31/19	"STEWART HOUSE CAR PARK, INC"	GGMC	70	E 10TH ST		NEW YORK	NY	10003	2129966363	Manhattan	1
1244225-DCA	Business	3/31/21	PARK KWIK LLC		110	LIVINGSTON ST		BROOKLYN	NY	11201	2129745840	Brooklyn	3
1361354-DCA	Business	3/31/21	EAST 61ST STREET PARKING GARAGE CORP.		150	E 61ST ST		NEW YORK	NY	10065	212-736-7171	Manhattan	1
1436821-DCA	Business	3/31/15	"G&M PARKING GARAGE, CORP."		920	WESTCHESTER AVE		BRONX	NY	10459	9546098489	Bronx	2
1346431-DCA	Business	3/31/11	"PARK ON BROADWAY, INC."		250	W 43RD ST		NEW YORK	NY	10036	7186109192	Manhattan	1
1247801-DCA	Business	3/31/15	"WESTMINSTER CAR PARK, LLC"		165	E 66TH ST		NEW YORK	NY	10065	2129966363	Manhattan	1
