,Unnamed: 0,DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Address,zipcode,label
1420,,2086374-DCA,Business,3/31/21,SEWARD PARK GARAGE LLC,,240,E BROADWAY,,NEW YORK,NY,10002.0,6465840409,Manhattan,1.0,240 east broadway,10002.0,False
1421,,1295487-DCA,Business,3/31/19,R A D VALET PARKING INC,,5423,8TH AVE,,BROOKLYN,NY,11220.0,6462518052,Brooklyn,3.0,5423 8th avenue,11220.0,False
1422,,1175125-DCA,Business,3/31/15,STANDARD PARKING CORPORATION,,250,VESEY ST,,NEW YORK,NY,10282.0,2127864245,Manhattan,1.0,250 vesey street,10282.0,False
1423,,1416085-DCA,Business,3/31/15,BRYK CORP.,,6536,99TH ST,,REGO PARK,NY,11374.0,7184596110,Queens,4.0,6536 99th street,11374.0,False
1424,,1222882-DCA,Business,3/31/21,"50 EAST 79TH STREET CAR PARK, LLC",GGMC,50,E 79TH ST,,NEW YORK,NY,10075.0,2128790670,Manhattan,1.0,50 east 79th street,10075.0,False
1425,,2011687-DCA,Business,3/31/21,KCF PARKING CORP.,,2481,CROTONA AVE,,BRONX,NY,10458.0,718-933-3200,Bronx,2.0,2481 crotona avenue,10458.0,False
1426,,1230416-DCA,Business,3/31/21,MP 97 LLC,,217,E 96TH ST,,NEW YORK,NY,10128.0,212-490-3460,Manhattan,1.0,217 east 96th street,10128.0,False
1427,,0469552-DCA,Business,3/31/21,CONSOLIDATED PARKING LLC,,146,3RD AVE,,NEW YORK,NY,10003.0,2126869800,Manhattan,1.0,146 3rd avenue,10003.0,False
1428,,1105005-DCA,Business,2/19/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,10,COLUMBUS CIR,,NEW YORK,NY,10019.0,2126296602,Manhattan,1.0,10 columbus circle,10019.0,False
1429,,0731368-DCA,Business,3/31/17,JO-DASH PARKING CORP.,,488,3RD AVE,,NEW YORK,NY,10016.0,2126869800,Manhattan,1.0,488 3rd avenue,10016.0,False
1430,,2078116-DCA,Business,3/31/21,HOYT & SCHERMERHORN PARKING LLC.,,45,HOYT ST,,BROOKLYN,NY,11201.0,2126869800,Brooklyn,3.0,45 hoyt street,11201.0,False
1431,,1250226-DCA,Business,3/31/21,HEIGHTS 183 PARKING LLC,,2479,AMSTERDAM AVE,,NEW YORK,NY,10033.0,2126869800,Manhattan,1.0,2479 amsterdam avenue,10033.0,True
1432,,2067837-DCA,Business,5/17/18,"IMPERIAL PARKING (U.S.), LLC",,9525,QUEENS BLVD,,REGO PARK,NY,11374.0,212-937-8660,Queens,4.0,9525 queens boulevardd,11374.0,False
1433,,1113131-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,441,9TH AVE,,NEW YORK,NY,10001.0,2126296602,Manhattan,1.0,441 9th avenue,10001.0,False
1434,,1142024-DCA,Business,12/4/12,NINTH AVENUE PARKING LLC,,404,W 37TH ST,,NEW YORK,NY,10018.0,2125643199,Manhattan,1.0,404 west 37th street,10018.0,True
1435,,1316391-DCA,Business,3/31/11,"DMP PARKING GARAGE, INC.",,1231,WEBSTER AVE,,BRONX,NY,10456.0,9176455203,Bronx,2.0,1231 webster avenue,10456.0,False
1436,,1273538-DCA,Business,3/31/15,LUCKY CAR PARK LLC,,380,MALCOLM X BLVD,,NEW YORK,NY,10027.0,2122216111,Manhattan,1.0,380 malcolm x boulevardd,10027.0,False
1437,,1458721-DCA,Business,3/31/21,SCARLET 53 PARKING LLC,,211,E 53RD ST,,NEW YORK,NY,10022.0,2126869800,Manhattan,1.0,211 east 53rd street,10022.0,True
1438,,1234692-DCA,Business,3/31/15,"PRECISE PARK ASSOCIATES, LLC",,702,GRAND CONCOURSE,,BRONX,NY,10451.0,2124903460,Bronx,2.0,702 grand concourse,10451.0,False
1439,,0887551-DCA,Business,3/31/21,"J & B PARKING GARAGE, INC.",,2123,AMSTERDAM AVE,,NEW YORK,NY,10032.0,2125433328,Manhattan,1.0,2123 amsterdam avenue,10032.0,False
1440,,1293271-DCA,Business,3/31/17,CREST CAR PARK LLC,,306,2ND ST,,BROOKLYN,NY,11215.0,718-499-1235,Brooklyn,3.0,306 2nd street,11215.0,False
1441,,0469813-DCA,Business,3/31/21,EAST 71ST STREET GARAGE CORP.,MUTUAL PARKING,135,E 71ST ST,,NEW YORK,NY,10021.0,2128799451,Manhattan,1.0,135 east 71st street,10021.0,True
1442,,1151780-DCA,Business,3/31/21,"BROOK PARKING GARAGE, INC.",,420,E 167TH ST,,BRONX,NY,10456.0,7185888328,Bronx,2.0,420 east 167th street,10456.0,False
1443,,2081072-DCA,Business,3/31/21,880 FIFTH PARKING LLC,,880,5TH AVE,,NEW YORK,NY,10021.0,,Manhattan,1.0,880 5th avenue,10021.0,True
1444,,1029200-DCA,Business,3/31/17,EXPRESS PARK LLC,,425,E 79TH ST,,NEW YORK,NY,10075.0,2122216111,Manhattan,1.0,425 east 79th street,10075.0,True
1445,,1215447-DCA,Business,3/31/21,MAY PARKING CORP.,,330,E 70TH ST,,NEW YORK,NY,10021.0,2127373279,Manhattan,1.0,330 east 70th street,10021.0,False
1446,,1209498-DCA,Business,3/31/21,CHAMPION PARKING 36 LLC,,30,PARK AVE,,NEW YORK,NY,10016.0,2123085959,Manhattan,1.0,30 park avenue,10016.0,False
1447,,2031173-DCA,Business,3/31/21,ACE'S PARKING GARAGE INC.,,950,WESTCHESTER AVE,,BRONX,NY,10459.0,3472207660,Bronx,2.0,950 westchester avenue,10459.0,False
1448,,0469761-DCA,Business,3/31/21,INTEGRITY PARKING LLC,,315,E 72ND ST,,NEW YORK,NY,10021.0,2126869800,Manhattan,1.0,315 east 72nd street,10021.0,True
1449,,1202311-DCA,Business,3/31/13,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,200,E 65TH ST,,NEW YORK,NY,10065.0,2125022490,Manhattan,1.0,200 east 65th street,10065.0,False
1450,,2083580-DCA,Business,3/31/21,357 EAST 57TH STREET PARKING CORP,,357,E 57TH ST,,NEW YORK,NY,10022.0,212-736-7171,Manhattan,1.0,357 east 57th street,10022.0,False
1451,,1157180-DCA,Business,3/31/21,"ALFRED CAR PARK, LLC",GGMC,161,W 61ST ST,,NEW YORK,NY,10023.0,2129966363,Manhattan,1.0,161 west 61st street,10023.0,False
1452,,1206731-DCA,Business,3/31/13,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,6575,SAUNDERS ST,,REGO PARK,NY,11374.0,2125025490,Queens,4.0,6575 saunders street,11374.0,False
1453,,1125593-DCA,Business,3/31/19,CHAMPION 126 LLC,,162,E 126TH ST,,NEW YORK,NY,10035.0,2123085959,Manhattan,1.0,162 east 126th street,10035.0,False
1454,,2000579-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,154-156,E 53RD ST,,NEW YORK,NY,10022.0,2125025490,Manhattan,1.0,154-156 east 53rd street,10022.0,False
1455,,1376145-DCA,Business,3/31/11,BK PARKING GROUP INC,,1414,CROMWELL AVE,,BRONX,NY,10452.0,9173277488,Bronx,2.0,1414 cromwell avenue,10452.0,False
1456,,1099611-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,199,WATER ST,,NEW YORK,NY,10038.0,2125025490,Manhattan,1.0,199 water street,10038.0,False
1457,,1204520-DCA,Business,3/31/21,MANHATTAN PARKING EAST 34TH STREET CORP.,,333,E 34TH ST,,NEW YORK,NY,10016.0,2126862508,Manhattan,1.0,333 east 34th street,10016.0,True
1458,,1234399-DCA,Business,3/31/21,304060 PARKING LLC,,40,E 9TH ST,,NEW YORK,NY,10003.0,2126869800,Manhattan,1.0,40 east 9th street,10003.0,False
1459,,1312579-DCA,Business,3/31/21,"PARK 139TH, LLC",,34,W 139TH ST,,NEW YORK,NY,10037.0,2122340855,Manhattan,1.0,34 west 139th street,10037.0,True
1460,,0469741-DCA,Business,3/31/21,CAPITAL PARKING LLC,,166,E 63RD ST,,NEW YORK,NY,10065.0,2126869800,Manhattan,1.0,166 east 63rd street,10065.0,True
1461,,2037953-DCA,Business,3/31/21,LM SUTPHIN PARKING LLC,,8822,SUTPHIN BLVD,,JAMAICA,NY,11435.0,2127143571,Queens,4.0,8822 sutphin boulevardd,11435.0,False
1462,,1204138-DCA,Business,3/31/13,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,10736,QUEENS BLVD,,FOREST HILLS,NY,11375.0,7125025490,Queens,4.0,10736 queens boulevardd,11375.0,False
1463,,1030813-DCA,Business,3/31/21,"PLAZA CAR PARK, LLC",,2,PLAZA ST,,BROOKLYN,NY,11238.0,212-221-6111,Brooklyn,3.0,2 placeaza st,11238.0,False
1464,,1330560-DCA,Business,3/31/17,QUIK PARK EAST 72 LLC,,530,E 73RD ST,,NEW YORK,NY,10021.0,2128322066,Manhattan,1.0,530 east 73rd street,10021.0,False
1465,,1463481-DCA,Business,3/31/15,"KINNEY PARKING SYSTEM, LLC",,301,E 66TH ST,,NEW YORK,NY,10065.0,2125025490,Manhattan,1.0,301 east 66th street,10065.0,True
1466,,2005674-DCA,Business,3/31/21,QP GRAND ARMY PLAZA LLC,,1,EASTERN PKWY,,BROOKLYN,NY,11238.0,2126869800,Brooklyn,3.0,1 eastern parkway,11238.0,False
1467,,1238787-DCA,Business,3/31/13,"IMPERIAL PARKING (U.S.), INC",,187,PACIFIC ST,,BROOKLYN,NY,11201.0,2129378660,Brooklyn,3.0,187 pacific street,11201.0,False
1468,,2038904-DCA,Business,3/31/21,247 NORTH 7TH STREET PARKING CORP,,249,N 7TH ST,,BROOKLYN,NY,11211.0,2127367171,Brooklyn,3.0,249 north 7th street,11211.0,False
1469,,1423615-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,20,E 161ST ST,,BRONX,NY,10451.0,7185384611,Bronx,2.0,20 east 161st street,10451.0,False
1470,,2045993-DCA,Business,3/31/21,MKN PARKING CORP,,1355,CROMWELL AVE,,BRONX,NY,10452.0,6466516335,Bronx,2.0,1355 cromwell avenue,10452.0,False
1471,,0904481-DCA,Business,3/31/15,RAMP PARKING CORP.,,44,ELIZABETH ST,,NEW YORK,NY,10013.0,2128661000,Manhattan,1.0,44 elizabeth street,10013.0,True
1472,,1432040-DCA,Business,3/31/21,1908 PARK AVENUE STORAGE LLC,1908 PARKING COMPANY,1908,PARK AVE,,NEW YORK,NY,10035.0,212-427-4004,Manhattan,1.0,1908 park avenue,10035.0,False
1473,,1177260-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,688,MAIN ST,,NEW YORK,NY,10044.0,2125025490,Manhattan,1.0,688 main street,10044.0,False
1474,,1062085-DCA,Business,3/31/15,ARMORY PARKING INC.,,171,CLERMONT AVE,,BROOKLYN,NY,11205.0,7184729595,Brooklyn,3.0,171 clermont avenue,11205.0,False
1475,,0367503-DCA,Business,3/31/21,RAINBOW PARKING CORP.,,300,E 71ST ST,,NEW YORK,NY,10021.0,212-308-5959,Manhattan,1.0,300 east 71st street,10021.0,False
1476,,1122123-DCA,Business,3/31/21,23RD STREET PARKING LLC,,318,E 23RD ST,,NEW YORK,NY,10010.0,2126869800,Manhattan,1.0,318 east 23rd street,10010.0,False
1477,,2032762-DCA,Business,11/21/18,"ABM PARKING SERVICES, INC",,450,E 29TH ST,,NEW YORK,NY,10016.0,2122131282,Manhattan,1.0,450 east 29th street,10016.0,False
1478,,1385662-DCA,Business,3/31/21,J & A PARKING INC,,376,E 184TH ST,,BRONX,NY,10458.0,7186180992,Bronx,2.0,376 east 184th street,10458.0,False
1479,,2017701-DCA,Business,3/31/15,ARTHUR MANAGEMENT CORPORATION,,4400,3RD AVE,,BRONX,NY,10457.0,7189603867,Bronx,2.0,4400 3rd avenue,10457.0,False
1480,,1209503-DCA,Business,3/31/21,CHAMPION PARKING 33 LLC,,4,PARK AVE,,NEW YORK,NY,10016.0,2123085959,Manhattan,1.0,4 park avenue,10016.0,False
1481,,1381305-DCA,Business,8/10/11,34 BERRY STREET LLC,,34,BERRY ST,,BROOKLYN,NY,11211.0,7183870344,Brooklyn,3.0,34 berry street,11211.0,False
1482,,1308739-DCA,Business,2/11/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,103,WARREN ST,,NEW YORK,NY,10007.0,2125025490,Manhattan,1.0,103 warren street,10007.0,False
1483,,2031031-DCA,Business,3/31/17,IMPERIAL PARKING LLC,IMPARK,306,2ND ST,,BROOKLYN,NY,11215.0,2129378660,Brooklyn,3.0,306 2nd street,11215.0,False
1484,,2007555-DCA,Business,3/31/15,QUEEN PARKING LLC,,3907,PRINCE ST,,FLUSHING,NY,11354.0,7188862422,Queens,4.0,3907 prince street,11354.0,False
1485,,2084837-DCA,Business,7/3/19,PARK NORTH 9 LLC,,56,N 9TH ST,,BROOKLYN,NY,11249.0,2123606300,Brooklyn,3.0,56 north 9th street,11249.0,False
1486,,1234291-DCA,Business,3/31/21,304060 PARKING LLC,,30,E 9TH ST,,NEW YORK,NY,10003.0,2126869800,Manhattan,1.0,30 east 9th street,10003.0,False
1487,,2033687-DCA,Business,3/31/17,207TH STREET PARKING LLC,,408,W 207TH ST,,NEW YORK,NY,10034.0,2126869800,Manhattan,1.0,408 west 207th street,10034.0,False
1488,,1459306-DCA,Business,3/31/17,ZAFIRO PARKING INC.,,1600,SEDGWICK AVE,,BRONX,NY,10453.0,2127490125,Bronx,2.0,1600 sedgwick avenue,10453.0,False
1489,,1006124-DCA,Business,3/31/21,"EDISON NY PARKING, LLC",,161,10TH AVE,,NEW YORK,NY,10011.0,973-643-7700,Manhattan,1.0,161 10th avenue,10011.0,False
1490,,0897040-DCA,Business,3/31/21,INDEPENDENT PARKING LLC,,422,E 72ND ST,,NEW YORK,NY,10021.0,2126869800,Manhattan,1.0,422 east 72nd street,10021.0,False
1491,,2047939-DCA,Business,3/31/21,"CLEAN AIR CAR SERVICE & PARKING BRANCH 3, LLC",,3720,PRINCE ST,,FLUSHING,NY,11354.0,,Queens,4.0,3720 prince street,11354.0,False
1492,,1140965-DCA,Business,3/31/21,"GARDEN GARAGE, LLC",,384,8TH AVE,,NEW YORK,NY,10001.0,212-686-9800,Manhattan,1.0,384 8th avenue,10001.0,False
1493,,1257232-DCA,Business,3/31/13,QUALITY CAR PARK LLC,,85,ADAMS ST,,BROOKLYN,NY,11201.0,2122216111,Brooklyn,3.0,85 adams street,11201.0,False
1494,,2022020-DCA,Business,10/26/15,JRD PARKING CORP,,1000,WESTCHESTER AVE,,BRONX,NY,10459.0,7186187215,Bronx,2.0,1000 westchester avenue,10459.0,False
1495,,1232458-DCA,Business,3/31/11,RIVER 73 PARKING LLC,,524,E 73RD ST,,NEW YORK,NY,10021.0,2126869800,Manhattan,1.0,524 east 73rd street,10021.0,True
1496,,2045317-DCA,Business,3/31/19,IRVING 18TH PARKING LLC,,196,3RD AVE,,NEW YORK,NY,10003.0,2126869800,Manhattan,1.0,196 3rd avenue,10003.0,False
1497,,1344442-DCA,Business,3/31/11,SOY PARKING LLC,,524,E 73RD ST,,NEW YORK,NY,10021.0,2124521324,Manhattan,1.0,524 east 73rd street,10021.0,True
1498,,1148653-DCA,Business,3/31/21,UPTOWN PARKING CORP.,,1721-1735,AMSTERDAM AVE,,NEW YORK,NY,0.0,2124903460,,,1721-1735 amsterdam avenue,0.0,True
1499,,1074682-DCA,Business,3/31/21,80TH ST. PARKING CORP.,,525,E 80TH ST,,NEW YORK,NY,10075.0,2124903460,Manhattan,1.0,525 east 80th street,10075.0,True
1500,,1283472-DCA,Business,3/31/17,EASTSIDE 65 PARKING LLC,,200,E 66TH ST,,NEW YORK,NY,10065.0,212-686-9800,Manhattan,1.0,200 east 66th street,10065.0,True
1501,,1101898-DCA,Business,3/31/11,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,541,W 38TH ST,,NEW YORK,NY,10018.0,2125024390,Manhattan,1.0,541 west 38th street,10018.0,False
1502,,1211714-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,300,CADMAN PLZ W,,BROOKLYN,NY,11201.0,7186240316,Brooklyn,3.0,300 cadman placez w,11201.0,False
1503,,2005451-DCA,Business,3/31/17,PARK MULBERRY CORP,,62,MULBERRY ST,,NEW YORK,NY,10013.0,6463558826,Manhattan,1.0,62 mulberry street,10013.0,False
1504,,2031081-DCA,Business,3/31/19,A & Z BUSINESS CORP.,,700,GRAND CONCOURSE,,BRONX,NY,10451.0,9148743268,Bronx,2.0,700 grand concourse,10451.0,False
1505,,1074675-DCA,Business,3/31/13,MINT PARKING CORPORATION,,270,DYCKMAN ST,,NEW YORK,NY,10034.0,2124903460,Manhattan,1.0,270 dyckman street,10034.0,False
1506,,2054793-DCA,Business,3/31/21,SP PLUS CORPORATION,,1292,PARK AVE,,NEW YORK,NY,10029.0,2125025490,Manhattan,1.0,1292 park avenue,10029.0,False
1507,,1202769-DCA,Business,3/31/13,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,200,RECTOR PL,,NEW YORK,NY,10280.0,2125025490,Manhattan,1.0,200 rector place,10280.0,False
1508,,0367606-DCA,Business,3/31/19,SUPPORT PARKING LLC,,350,E 52ND ST,,NEW YORK,NY,10022.0,2126869800,Manhattan,1.0,350 east 52nd street,10022.0,False
1509,,1171216-DCA,Business,3/31/11,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,214,W 80TH ST,,NEW YORK,NY,10024.0,2125025490,Manhattan,1.0,214 west 80th street,10024.0,True
1510,,1361843-DCA,Business,3/31/19,CFS 2907 JFK LLC,AVISTAR AIRPORT PARKING,14916,131ST ST,,JAMAICA,NY,11430.0,7183222221,Queens,4.0,14916 131st street,11430.0,False
1511,,1386019-DCA,Business,3/31/19,PARK RIGHT CORPORATION,,277,GOLD ST,,BROOKLYN,NY,11201.0,2122262798,Brooklyn,3.0,277 gold street,11201.0,False
1512,,0369823-DCA,Business,3/31/21,PARKLEX GARAGE INC.,,345,PARK AVE,,NEW YORK,NY,10154.0,2124072516,Manhattan,1.0,345 park avenue,10154.0,True
1513,,1362325-DCA,Business,5/17/18,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,9525,QUEENS BLVD,,REGO PARK,NY,11374.0,9179747625,Queens,4.0,9525 queens boulevardd,11374.0,False
1514,,1097397-DCA,Business,3/31/21,"STABLE CAR PARKING, INC.",,614,W 153RD ST,,NEW YORK,NY,10031.0,212-979-9815,Manhattan,1.0,614 west 153rd street,10031.0,True
1515,,1341239-DCA,Business,1/19/14,MYRTLE GARAGE CORP.,,225,FLATBUSH AVENUE EXT,,BROOKLYN,NY,11201.0,2127367171,Brooklyn,3.0,225 flatbush avenuenue ext,11201.0,False
1516,unattended ,1094411-DCA,Business,10/23/14,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,312,W 34TH ST,,NEW YORK,NY,10001.0,2125025490,Manhattan,1.0,312 west 34th street,10001.0,True
1517,,1379209-DCA,Business,3/31/17,"150TH PARKING LEASEHOLD, LLC",,457,W 150TH ST,,NEW YORK,NY,10031.0,212-795-7275,Manhattan,1.0,457 west 150th street,10031.0,False
1518,,0980378-DCA,Business,3/31/21,CENTRAL GARAGE CORP.,,860,5TH AVE,,NEW YORK,NY,10065.0,2127367171,Manhattan,1.0,860 5th avenue,10065.0,True
1519,,2001457-DCA,Business,3/31/21,CHAMPION PARKING MIDTOWN LLC,,224,E 39TH ST,,NEW YORK,NY,10016.0,2128673999,Manhattan,1.0,224 east 39th street,10016.0,False
1520,,2015922-DCA,Business,3/31/15,DSev Enterprise LLC,EZ Parking,1843,CROTONA AVE,,BRONX,NY,10457.0,,Bronx,2.0,1843 crotona avenue,10457.0,False
1521,,1192294-DCA,Business,3/31/13,RICANT PARKING LLC,,443,E 49TH ST,,NEW YORK,NY,10017.0,2126887666,Manhattan,1.0,443 east 49th street,10017.0,True
1522,,1205113-DCA,Business,3/31/11,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,1133,AVENUE OF THE AMERICAS,,NEW YORK,NY,10036.0,2125025490,Manhattan,1.0,1133 avenuenue of the americas,10036.0,False
1523,,1001512-DCA,Business,3/31/21,650 PARKING CORP.,,650,PARK AVE,,NEW YORK,NY,10065.0,2124722596,Manhattan,1.0,650 park avenue,10065.0,True
1524,,1375834-DCA,Business,3/31/17,NOBLE CAR PARK LLC,,500,4TH AVE,,BROOKLYN,NY,11215.0,2122216111,Brooklyn,3.0,500 4th avenue,11215.0,False
1525,,0908285-DCA,Business,3/31/11,KIDS PARKING CORP.,,105,DUANE ST,,NEW YORK,NY,10007.0,2129644968,Manhattan,1.0,105 duane street,10007.0,False
1526,,1412631-DCA,Business,3/31/13,ENTERPRISE YORK PARKING LLC,,1175,YORK AVE,,NEW YORK,NY,10065.0,2125643199,Manhattan,1.0,1175 york avenue,10065.0,False
1527,,2079378-DCA,Business,3/31/21,LM MUSTANG PARKING LLC,,510,E 80TH ST,,NEW YORK,NY,10075.0,,Manhattan,1.0,510 east 80th street,10075.0,False
1528,,2033953-DCA,Business,3/31/21,IMPERIAL HOUSE PARKING MANAGEMENT COMPANY,,155,E 68TH ST,,NEW YORK,NY,10065.0,212-327-2626,Manhattan,1.0,155 east 68th street,10065.0,False
1529,,1175121-DCA,Business,3/31/15,STANDARD PARKING CORPORATION,,200,LIBERTY ST,,NEW YORK,NY,10281.0,2127869564,Manhattan,1.0,200 liberty street,10281.0,False
1530,,1215560-DCA,Business,3/31/15,STANDARD PARKING CORPORATION,,4818,5TH ST,,LONG ISLND CITY,NY,11101.0,7187844966,Queens,4.0,4818 5th street,11101.0,False
1531,,1201419-DCA,Business,3/31/15,"ESP GROUP OF NEW YORK, INC.",,324,CLARKSON AVE,,BROOKLYN,NY,11226.0,7184697672,Brooklyn,3.0,324 clarkson avenue,11226.0,False
1532,,2002269-DCA,Business,12/15/14,BEAVER STREET PARKING LLC,,15,S WILLIAM ST,,NEW YORK,NY,10004.0,2126869800,Manhattan,1.0,15 south william street,10004.0,False
1533,,2016554-DCA,Business,3/31/17,JARABACOA PARKING 2 LLC,,430,E 173RD ST,,BRONX,NY,10457.0,347-539-1015,Bronx,2.0,430 east 173rd street,10457.0,False
1534,,2087136-DCA,Business,3/31/21,UPPER WEST PARKING INC,,303,W 96TH ST,,NEW YORK,NY,10025.0,3474487079,Manhattan,1.0,303 west 96th street,10025.0,True
1535,,1300930-DCA,Business,3/31/15,ALLIANCE E. 69TH PARKING LLC,,301,E 69TH ST,,NEW YORK,NY,10021.0,2125810535,Manhattan,1.0,301 east 69th street,10021.0,False
1536,,1273988-DCA,Business,3/31/13,STANDARD PARKING CORPORATION,,60,E END AVE,,NEW YORK,NY,10028.0,2129163480,Manhattan,1.0,60 east end avenue,10028.0,False
1537,,2083909-DCA,Business,3/31/21,"RELIABLE PARKING, CORP.",,585,E 169TH ST,,BRONX,NY,10456.0,2124903460,Bronx,2.0,585 east 169th street,10456.0,True
1538,,1422138-DCA,Business,3/31/15,764 4TH AVE ASSOCIATES LLC,BEST WESTERN PLUS PROSPECT PARK HOTEL,764,4TH AVE,,BROOKLYN,NY,11232.0,7187683100,Brooklyn,3.0,764 4th avenue,11232.0,False
1539,,0368219-DCA,Business,3/31/21,CIRCLE PARKING LLC,,200,W 52ND ST,,NEW YORK,NY,10019.0,2126869800,Manhattan,1.0,200 west 52nd street,10019.0,False
1540,,1246823-DCA,Business,3/31/21,310 LEX PARKING MGMT LLC,,310,LEXINGTON AVE,,NEW YORK,NY,10016.0,2126812044,Manhattan,1.0,310 lexington avenue,10016.0,False
1541,,1377167-DCA,Business,3/31/13,"IMPERIAL PARKING (U.S.), LLC",IMPARK,422,E 79TH ST,,NEW YORK,NY,10075.0,2129378660,Manhattan,1.0,422 east 79th street,10075.0,False
1542,,1462009-DCA,Business,3/31/21,"IMPERIAL PARKING (U.S.), LLC",IMPARK,750,AVENUE OF THE AMERICAS,,NEW YORK,NY,10010.0,2129378660,Manhattan,1.0,750 avenuenue of the americas,10010.0,False
1543,,0945780-DCA,Business,3/31/19,"STEWART HOUSE CAR PARK, INC",GGMC,70,E 10TH ST,,NEW YORK,NY,10003.0,2129966363,Manhattan,1.0,70 east 10th street,10003.0,True
1544,,1244225-DCA,Business,3/31/21,PARK KWIK LLC,,110,LIVINGSTON ST,,BROOKLYN,NY,11201.0,2129745840,Brooklyn,3.0,110 livingston street,11201.0,False
1545,,1361354-DCA,Business,3/31/21,EAST 61ST STREET PARKING GARAGE CORP.,,150,E 61ST ST,,NEW YORK,NY,10065.0,212-736-7171,Manhattan,1.0,150 east 61st street,10065.0,True
1546,,1436821-DCA,Business,3/31/15,"G&M PARKING GARAGE, CORP.",,920,WESTCHESTER AVE,,BRONX,NY,10459.0,9546098489,Bronx,2.0,920 westchester avenue,10459.0,False
1547,,1346431-DCA,Business,3/31/11,"PARK ON BROADWAY, INC.",,250,W 43RD ST,,NEW YORK,NY,10036.0,7186109192,Manhattan,1.0,250 west 43rd street,10036.0,False
1548,,1247801-DCA,Business,3/31/15,"WESTMINSTER CAR PARK, LLC",,165,E 66TH ST,,NEW YORK,NY,10065.0,2129966363,Manhattan,1.0,165 east 66th street,10065.0,False
1549,,2024623-DCA,Business,3/31/19,"ABM PARKING SERVICES, INC",,475,PARK AVE S,,NEW YORK,NY,10016.0,2122131282,Manhattan,1.0,475 park avenue s,10016.0,False
1550,,1353164-DCA,Business,3/31/17,AMABLE PARKING CORP.,,3795,10TH AVE,,NEW YORK,NY,10034.0,2125691722,Manhattan,1.0,3795 10th avenue,10034.0,False
1551,,1107285-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,154,E 53RD ST,,NEW YORK,NY,10022.0,2126296602,Manhattan,1.0,154 east 53rd street,10022.0,True
1552,,2016407-DCA,Business,3/31/17,STAN PARK LLC,,3538,JUNCTION BLVD,,CORONA,NY,11368.0,7188408400,Queens,4.0,3538 junction boulevardd,11368.0,False
1553,,0368400-DCA,Business,3/31/13,305 EAST 86TH PARKING LLC,,305,E 86TH ST,,NEW YORK,NY,10028.0,2126886800,Manhattan,1.0,305 east 86th street,10028.0,False
1554,,2016568-DCA,Business,3/31/21,515 NINTH AVENUE PARKING INC,,511,9TH AVE,,NEW YORK,NY,10018.0,212-736-7171,Manhattan,1.0,511 9th avenue,10018.0,True
1555,,1270445-DCA,Business,3/31/11,"PARKING COMPANY OF AMERICA AIRPORTS, LLC",AVISTAR AIRPORT PARKING,14921,130TH AVE,,JAMAICA,NY,11436.0,7183222221,Queens,4.0,14921 130th avenue,11436.0,False
1556,,1228864-DCA,Business,3/31/21,QUIK PARK 65TH ST. LLC,,403,E 65TH ST,,NEW YORK,NY,10065.0,2126869800,Manhattan,1.0,403 east 65th street,10065.0,True
1557,,0428302-DCA,Business,3/31/11,MANHATTAN PARKING SYSTEM-SERVICE CORP.,,220,MADISON AVE,,NEW YORK,NY,10016.0,2127536116,Manhattan,1.0,220 madison avenue,10016.0,True
1558,,0961988-DCA,Business,3/31/13,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,1,PENN PLZ,,NEW YORK,NY,10119.0,2126296602,Manhattan,1.0,1 penn placez,10119.0,False
1559,,0912191-DCA,Business,3/31/15,334 PARKING CORP.,334 PARKING,302,E 96TH ST,,NEW YORK,NY,10128.0,2128661000,Manhattan,1.0,302 east 96th street,10128.0,False
1560,,2057385-DCA,Business,3/31/21,PROTO PARKING INC,,250,E 39TH ST,,NEW YORK,NY,10016.0,6462092694,Manhattan,1.0,250 east 39th street,10016.0,False
